AvgCyclomaticModified,AvgCyclomatic,AvgEssential,AvgCyclomaticStrict,AvgLine,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethod,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineCode,CountLine,CountSemicolon,CountStmtDecl,CountStmtExe,CountStmt,MaxCyclomaticModified,MaxCyclomatic,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomaticModified,SumCyclomatic,SumCyclomaticStrict,SumEssential,PRE-ReleaseDefects,POST-ReleaseDefects,NumberOfChanges,NumberOfCodeChurn,InvokedMethods,TryQuantity,TrySizeLOC,TrySizeSLOC,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions,DestructiveWrapping,NestedTry,ThorwsKitchenSink,ThrowWithinFinally,CatchandDoNothing,CatchandReturnnull,DummyHandler,IgnoringInterruptedException,CatchGeneric,ThrowsGeneric,LogandReturnNull,LogandThrowDetector
1,1,1,1,4,0,1,0,0,10,10,3,0,0,0,10,10,13,16,23,17,48,78,21,16,19,34,2,2,2,1,1,0.354167,13,13,13,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,16,1,3,1,13,26,27,17,0,8,4,15,27,109,166,233,80,398,587,208,139,173,274,15,15,17,12,5,0.201005,67,70,74,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,10,0,3,0,0,12,10,8,3,2,0,7,12,43,52,65,24,125,192,59,42,48,83,6,6,6,5,2,0.192,24,24,25,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,4,25,2,1,0,0,4,4,2,0,1,0,3,4,35,44,49,25,90,150,49,37,45,66,12,12,13,4,3,0.277778,18,18,19,9,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,8,8,0,0,0,0,8,8,11,23,5,24,37,72,11,15,5,20,1,1,1,1,0,0.648649,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,3,1,4,0,0,0,3,3,5,11,0,27,13,45,4,6,0,6,0,0,0,0,0,2.07692,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,8,8,4,0,0,0,8,8,14,19,15,29,43,86,25,19,15,34,1,1,1,1,0,0.674419,8,8,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,4,19,0,1,0,2,7,7,6,0,0,1,6,7,43,79,76,29,139,211,70,61,57,92,9,9,11,3,4,0.208633,26,26,29,11,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,8,8,0,0,0,0,8,8,12,15,0,62,16,90,14,15,0,15,0,0,0,0,0,3.875,0,0,0,0,0,2,0,0,27,1,2,4,1,0,0,1,1,100,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,10,4,1,0,0,1,1,0,1,0,0,0,1,4,11,4,21,14,39,10,11,4,12,1,1,1,1,0,1.5,1,1,1,1,0,7,0,0,89,1,1,3,1,0,0,1,1,100,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,20,2,2,0,2,0,0,0,0,0,5.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,2,11,9,20,12,34,10,11,0,11,0,0,0,0,0,1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,20,0,1,0,0,1,1,0,0,0,0,1,1,5,7,17,20,26,51,18,6,14,20,1,1,1,1,0,0.769231,1,1,1,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,15,1,1,3,0,18,21,3,2,1,0,18,21,37,159,143,54,321,412,157,106,125,207,6,6,7,3,3,0.168224,50,50,53,25,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,3,3,0,0,2,5,9,17,5,17,28,54,14,15,5,20,1,1,1,1,0,0.607143,5,5,5,5,0,2,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,13,3,1,0,2,26,26,1,4,0,9,13,26,38,68,171,100,291,429,135,66,136,191,6,6,6,1,3,0.343643,57,57,58,26,0,0,2,38,40,1,3,7,1,0,0,1,1,100,0,0,0,0,0,0,0,0,1,3,0,0
1,1,1,1,5,0,1,0,0,5,5,0,0,1,4,0,5,9,12,14,18,32,59,13,10,9,19,1,1,1,1,0,0.5625,5,5,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,2,0,0,4,4,0,1,0,3,0,4,9,33,15,17,50,76,27,30,14,38,4,4,4,1,3,0.34,7,7,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,4,34,2,1,0,0,2,2,1,1,0,1,0,2,9,31,53,28,84,121,42,32,28,52,7,7,7,3,4,0.333333,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,3,10,37,1,1,0,0,4,4,5,1,2,1,0,4,15,57,108,23,170,208,91,56,77,120,18,18,24,7,3,0.135294,32,33,40,13,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,1,0,0,3,3,0,0,0,3,0,3,8,10,16,17,29,54,13,10,9,18,2,2,3,1,1,0.586207,4,4,5,3,0,5,0,0,21,1,3,7,1,0,0,1,1,100,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,3,0,1,0,0,2,2,0,0,0,2,0,2,5,6,3,17,12,34,6,6,3,9,1,1,1,1,0,1.41667,2,2,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,2,2,3,0,0,0,2,2,10,45,11,18,52,80,36,36,3,39,2,2,2,1,0,0.346154,3,3,3,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,3,72,2,1,0,0,2,2,1,1,0,1,0,2,15,44,127,22,166,201,49,42,23,56,5,5,5,3,1,0.13253,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,13,3,1,0,0,4,4,0,0,2,2,0,4,8,17,32,36,53,97,22,17,11,27,2,2,2,1,0,0.679245,5,5,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,2,2,0,0,0,2,0,2,7,10,6,17,18,42,11,10,5,14,2,2,2,1,0,0.944444,3,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,23,2,1,0,0,2,2,1,1,0,1,0,2,7,19,42,22,62,86,18,19,6,23,2,2,2,1,1,0.354839,3,3,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,25,0,1,0,0,2,2,1,1,0,1,0,2,8,23,46,17,63,88,22,21,13,27,3,3,3,1,2,0.269841,4,4,4,2,0,0,0,0,11,1,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,3,7,33,0,1,0,0,3,3,3,1,1,1,0,3,12,54,76,18,128,158,72,54,55,95,15,15,15,5,4,0.140625,22,22,23,9,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,10,3,1,0,0,3,3,0,0,1,2,0,3,7,11,15,33,29,69,15,11,10,20,2,2,3,1,1,1.13793,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,15,0,2,0,0,7,7,1,1,1,5,0,7,26,37,73,22,115,163,42,35,26,55,7,7,7,1,1,0.191304,13,13,13,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,4,6,40,2,1,0,0,2,2,1,1,0,1,0,2,12,31,57,21,92,124,40,31,30,53,10,10,12,7,4,0.228261,11,11,13,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,1,0,0,3,3,0,0,1,2,0,3,13,7,20,18,31,62,10,7,7,14,1,1,1,1,0,0.580645,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,8,8,6,0,0,0,8,8,16,32,24,17,62,95,37,30,23,48,3,3,3,1,1,0.274194,10,10,10,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,0,1,0,0,3,3,1,0,0,0,3,3,8,14,3,18,20,45,9,11,3,13,1,1,1,1,0,0.9,3,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,7,7,5,0,0,0,7,7,12,22,10,17,40,69,22,20,10,30,1,1,1,1,0,0.425,7,7,7,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,0,1,0,0,3,3,1,0,0,0,3,3,7,13,2,17,18,42,9,11,2,13,1,1,1,1,0,0.944444,3,3,3,3,0,0,0,0,43,1,1,3,1,0,0,1,1,100,1,0,0,0,0,0,1,0,0,1,0,0
1,1,1,1,3,0,1,0,0,6,6,3,0,0,0,6,6,9,16,7,17,30,56,14,14,7,21,1,1,1,1,0,0.566667,6,6,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,4,4,2,0,0,0,4,4,12,21,8,17,34,63,19,20,7,26,2,2,2,1,1,0.5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,7,0,1,0,0,2,2,2,0,0,0,2,2,9,20,7,17,28,54,16,17,7,21,4,4,4,1,1,0.607143,5,5,5,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,4,0,1,0,0,2,2,4,0,0,0,2,2,6,14,4,17,21,44,13,12,4,16,3,3,3,1,0,0.809524,4,4,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,2,5,17,0,1,0,0,3,3,5,0,1,0,2,3,12,36,38,18,76,106,41,31,30,56,7,8,8,4,3,0.236842,14,15,15,6,0,3,0,0,19,1,2,4,1,0,0,2,1,200,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,6,0,1,0,0,35,35,32,0,1,0,34,35,50,100,142,29,276,355,152,100,116,210,13,17,17,1,3,0.105072,53,57,58,35,0,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,9,0,1,0,0,2,2,3,0,0,0,2,2,10,20,10,17,35,62,18,18,9,26,5,5,5,1,4,0.485714,6,6,6,2,0,0,2,12,27,1,1,4,1,0,0,3,1,300,0,0,0,0,0,0,0,0,1,1,0,0
2,2,1,2,7,0,1,0,0,2,2,3,0,0,0,2,2,9,20,9,17,33,59,18,18,8,25,4,4,4,1,3,0.515152,5,5,5,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,0,1,0,0,3,3,1,0,0,0,3,3,8,12,3,18,18,43,8,10,3,12,1,1,1,1,0,1,3,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,7,7,5,0,0,0,7,7,13,22,20,17,53,83,26,20,17,37,4,4,4,1,1,0.320755,10,10,10,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,15,15,13,0,0,0,15,15,22,49,30,17,95,134,56,45,29,73,2,2,2,1,1,0.178947,16,16,16,15,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,1,1,2,0,1,0,0,3,3,1,0,0,0,3,3,8,12,3,18,18,43,8,10,3,12,1,1,1,1,0,1,3,3,3,3,0,2,0,0,72,1,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,1,1,5,0,1,0,0,2,2,2,0,0,0,2,2,9,15,5,17,23,49,13,14,5,18,2,2,2,1,1,0.73913,3,3,3,2,0,11,0,0,251,4,9,25,1,0,0,1,1,100,0,0,0,0,0,0,0,0,1,7,0,0
1,1,1,1,3,0,1,0,0,4,4,2,0,0,0,4,4,7,13,4,17,22,46,10,11,4,15,1,1,1,1,0,0.772727,4,4,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,4,0,1,0,0,13,13,11,0,1,0,12,13,19,44,33,17,93,129,51,41,31,70,3,3,3,3,2,0.182796,17,17,17,15,0,0,0,0,157,8,22,45,8,0,0,3,8,37.5,0,0,0,0,5,0,0,0,0,10,0,0
1,1,1,1,2,0,1,0,0,3,3,1,0,0,0,3,3,8,12,3,18,18,43,8,10,3,12,1,1,1,1,0,1,3,3,3,3,0,7,0,0,77,3,13,33,3,0,0,0,3,0,3,0,0,0,0,0,3,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,20,2,2,0,2,0,0,0,0,0,5.66667,0,0,0,0,0,0,0,0,44,1,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,1,1,19,1,3,4,3,4,8,0,0,2,0,6,8,27,92,86,30,160,217,118,84,77,131,3,3,3,1,2,0.1875,12,12,12,8,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,1,1,18,1,4,1,0,11,12,0,0,1,5,6,12,32,116,127,35,212,279,141,91,106,156,2,2,2,1,1,0.165094,14,14,14,12,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,13,0,2,0,0,25,25,2,0,16,0,9,25,63,99,224,40,305,408,227,86,208,254,1,1,1,1,0,0.131148,25,25,25,25,2,33,0,0,893,51,159,328,64,0,0,38,64,59.375,0,8,0,0,22,0,1,0,43,82,0,0
1,1,1,1,21,0,4,2,3,31,33,14,0,6,4,23,33,99,223,529,54,718,864,445,192,380,501,3,3,3,1,2,0.0752089,44,44,44,33,0,3,0,0,71,1,35,86,1,0,0,11,1,1100,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,15,0,1,0,1,2,2,1,0,0,0,2,2,7,18,26,18,43,68,35,16,26,38,1,1,1,1,0,0.418605,2,2,2,2,0,3,0,0,196,1,1,15,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,24,0,0
1,1,1,1,9,0,10,5,5,62,67,14,1,2,13,51,67,79,273,361,44,668,790,288,222,200,384,4,4,4,1,3,0.0658683,88,89,97,67,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,21,0,7,1,1,17,18,5,1,1,6,10,18,26,96,124,28,225,277,112,87,74,143,4,4,4,3,3,0.124444,27,27,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,20,20,7,0,0,0,20,20,25,58,31,21,106,151,48,42,31,69,1,1,1,1,0,0.198113,20,20,20,20,0,2,1,39,10,1,3,10,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,10,0,5,19,16,54,73,4,2,1,0,70,73,82,163,363,22,544,647,262,206,215,364,6,6,6,1,2,0.0404412,95,99,100,73,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,44,5,1,0,0,1,1,0,0,0,0,1,1,10,29,31,22,52,84,43,27,27,45,1,1,1,1,0,0.423077,1,1,1,1,0,0,0,0,64,1,2,14,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,1,1,1,13,1,7,1,0,19,20,0,3,0,5,12,20,33,92,155,55,245,327,141,85,112,170,2,3,3,1,1,0.22449,25,26,27,20,0,3,0,0,15,3,3,10,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0
1,1,1,1,55,7,2,0,0,7,7,0,0,2,1,4,7,69,100,250,72,314,455,212,81,182,221,1,1,1,1,0,0.229299,7,7,7,7,0,2,0,0,14,1,8,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,12,0,4,1,4,22,23,4,0,5,4,14,23,48,124,189,47,314,405,192,91,152,221,2,2,2,1,1,0.149682,25,25,25,23,2,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,1,1,2,26,3,6,1,0,12,13,4,2,0,3,8,13,44,108,190,69,272,385,165,100,139,191,6,6,9,6,3,0.253676,23,23,29,18,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,22,2,5,1,0,20,21,2,0,1,3,17,21,73,162,279,79,396,548,243,131,202,271,2,2,2,1,1,0.199495,24,24,24,21,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,4,0,0,7,7,3,0,0,3,4,7,15,41,41,18,88,121,48,34,28,59,2,2,3,1,1,0.204545,9,9,10,7,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,20,1,2,2,4,19,21,8,0,2,6,13,21,51,258,270,44,445,540,290,200,209,327,4,4,4,1,3,0.0988764,34,34,34,21,0,6,0,0,70,2,2,9,2,0,0,2,2,100,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,27,1,3,1,1,7,8,1,1,2,1,4,8,35,114,153,26,238,299,165,97,119,179,5,5,5,1,1,0.109244,12,12,12,8,0,10,0,0,23,2,12,24,2,0,0,1,2,50,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,61,8,5,2,3,28,30,4,0,6,3,21,30,304,483,1200,265,1415,1984,1000,391,909,1055,8,8,10,1,3,0.187279,45,45,56,30,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,8,0,6,87,87,28,10,4,0,73,87,172,316,292,47,669,888,314,238,247,443,10,10,11,6,4,0.0702541,119,122,125,97,0,11,0,0,94,2,9,28,2,0,0,1,2,50,1,0,1,0,0,0,1,0,2,2,0,0
1,1,1,1,8,0,6,1,1,38,39,12,1,2,11,25,39,51,203,205,44,390,483,221,149,171,270,3,3,3,3,2,0.112821,44,44,45,41,0,6,0,0,31,1,16,52,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,27,3,1,0,0,1,1,0,0,0,0,1,1,10,30,18,20,43,71,34,28,17,37,1,1,1,1,1,0.465116,1,1,1,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,2,18,0,4,1,1,11,12,4,0,0,0,12,12,47,140,154,23,260,330,175,115,129,201,4,4,7,1,2,0.0884615,20,20,24,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,1,18,0,13,8,2,43,51,11,0,8,3,40,51,122,343,583,57,868,1047,559,284,496,649,7,7,7,7,2,0.0656682,83,83,84,61,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
1,1,1,1,21,0,3,0,1,6,6,2,0,0,1,5,6,21,49,91,18,134,173,72,44,49,81,2,2,2,1,1,0.134328,7,7,7,6,0,0,0,0,185,1,1,3,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,2,0,0
1,1,1,1,8,0,4,0,2,10,10,0,0,0,0,10,10,19,77,48,21,122,159,71,66,32,85,1,1,1,1,0,0.172131,10,10,10,10,0,0,0,0,133,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
1,1,1,1,33,0,5,0,0,26,26,1,1,3,2,20,26,127,396,657,18,839,984,579,339,510,615,3,3,3,1,2,0.0214541,32,32,32,26,0,0,0,0,26,3,9,26,3,0,0,6,3,200,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,36,1,2,0,0,2,2,0,0,0,0,2,2,21,67,48,26,102,149,72,60,35,78,2,2,2,1,1,0.254902,3,3,3,2,0,7,0,0,334,3,4,10,3,0,0,3,3,100,0,0,0,0,0,0,0,0,2,3,0,0
1,1,1,1,9,1,6,0,1,61,61,25,1,19,6,35,61,113,204,323,79,561,753,335,161,264,403,4,4,4,3,2,0.14082,64,64,64,63,0,0,0,0,146,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,22,1,6,0,2,15,15,10,0,3,2,10,15,62,171,210,33,347,442,224,144,158,254,4,4,5,1,2,0.0951009,25,25,27,15,0,8,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,19,0,5,2,2,16,18,4,1,1,0,16,18,71,182,221,26,378,475,229,134,177,260,3,3,4,1,3,0.0687831,23,23,25,18,0,0,0,0,11,2,4,8,2,0,0,4,2,200,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,0,2,1,0,6,7,0,0,1,4,2,7,13,48,42,22,94,129,53,40,33,65,3,3,3,1,1,0.234043,11,11,11,7,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,43,1,1,0,0,2,2,0,0,1,0,1,2,14,24,70,20,90,121,75,17,66,78,1,1,1,1,0,0.222222,2,2,2,2,0,9,0,0,144,1,1,3,1,0,0,1,1,100,0,0,0,0,0,0,0,0,0,3,0,0
1,1,1,1,26,2,13,8,6,72,80,8,4,15,19,42,80,344,652,1336,243,1741,2305,1124,503,1028,1260,7,7,7,4,3,0.139575,120,120,123,85,0,4,0,0,96,3,8,58,3,0,0,0,3,0,3,0,0,0,0,0,3,1,0,0,0,0
1,1,1,1,10,0,1,0,1,4,4,0,0,0,0,4,4,9,17,30,17,47,73,33,13,29,38,1,1,1,1,0,0.361702,4,4,4,4,0,2,0,0,219,11,54,147,7,0,0,7,7,100,1,3,9,0,0,0,2,1,4,2,0,0
1,1,1,1,4,0,1,0,1,11,11,6,0,0,2,9,11,22,35,29,20,73,115,39,33,29,55,2,2,2,1,1,0.273973,15,15,15,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,3,3,0,0,0,0,3,3,5,9,3,20,16,41,7,8,3,11,1,1,1,1,0,1.25,3,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,4,4,1,0,0,0,4,4,5,12,9,21,24,49,11,12,8,18,2,2,2,1,1,0.875,6,6,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,0,4,3,1,15,18,0,0,0,3,15,18,34,116,120,27,209,266,136,109,97,159,3,3,3,1,1,0.129187,21,21,21,18,0,6,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,3,0,2,22,22,1,0,0,2,20,22,39,147,172,25,282,345,164,119,128,194,2,2,2,1,1,0.0886525,28,28,28,22,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,19,0,3,0,2,28,28,1,0,1,2,25,28,97,250,360,31,538,665,290,249,280,397,5,5,6,1,4,0.0576208,74,74,79,28,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,15,0,3,1,3,10,11,1,0,0,2,9,11,40,123,112,28,208,275,141,116,95,168,3,3,5,1,2,0.134615,20,20,24,11,0,21,1,5,210,3,3,16,3,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0
2,2,1,2,22,0,3,0,2,35,35,1,0,1,2,32,35,111,347,562,41,759,910,443,313,422,537,8,8,8,1,6,0.0540184,76,76,81,35,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,20,0,3,0,2,31,31,1,0,0,2,29,31,72,320,474,32,656,759,394,314,381,504,5,5,6,1,4,0.0487805,78,78,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,17,2,1,0,0,14,14,3,0,1,0,13,14,54,61,137,51,204,309,129,47,104,144,1,1,1,1,0,0.25,14,14,14,14,0,8,0,0,101,8,16,87,8,0,0,10,8,125,2,5,0,0,0,0,2,0,0,0,0,0
1,1,1,1,17,1,3,0,0,6,6,2,1,0,1,4,6,36,60,65,23,112,171,89,56,64,98,2,2,2,1,0,0.205357,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,1,1,0,0,0,0,1,1,5,5,0,20,7,32,2,4,0,4,1,1,1,1,0,2.85714,1,1,1,1,0,3,0,0,162,4,8,78,4,0,0,1,4,25,0,3,0,0,3,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,1,1,0,0,0,0,1,1,7,5,1,20,8,35,3,4,1,5,1,1,1,1,0,2.5,1,1,1,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,3,3,0,0,0,0,3,3,9,18,6,19,28,55,13,13,6,18,2,2,2,1,1,0.678571,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
