AvgCyclomaticModified,AvgCyclomatic,AvgEssential,AvgCyclomaticStrict,AvgLine,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethod,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineCode,CountLine,CountSemicolon,CountStmtDecl,CountStmtExe,CountStmt,MaxCyclomaticModified,MaxCyclomatic,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomaticModified,SumCyclomatic,SumCyclomaticStrict,SumEssential,PRE-ReleaseDefects,POST-ReleaseDefects,NumberOfChanges,NumberOfCodeChurn,InvokedMethods,TryQuantity,TrySizeLOC,TrySizeSLOC,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions,DestructiveWrapping,NestedTry,ThorwsKitchenSink,ThrowWithinFinally,CatchandDoNothing,CatchandReturnnull,DummyHandler,IgnoringInterruptedException,CatchGeneric,ThrowsGeneric,LogandReturnNull,LogandThrowDetector
1,1,1,1,8,0,3,1,1,20,21,7,0,0,0,21,21,37,63,170,85,30,237,71,64,55,106,4,4,5,4,2,0.176471,34,34,37,28,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,4,4,0,4,0,0,0,4,4,7,8,0,15,27,6,0,7,7,0,0,0,0,0,1.875,0,0,0,0,2,2,0,0,57,4,6,19,4,0,0,3,4,75,4,0,0,0,0,0,4,0,1,0,0,0
1,1,1,1,5,0,1,0,0,2,2,0,0,0,0,2,2,3,5,14,6,9,26,4,2,5,7,1,1,1,1,0,0.642857,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,14,1,2,1,1,10,11,4,0,1,0,10,11,28,42,138,75,34,200,62,63,34,92,13,13,18,3,2,0.246377,30,30,38,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,3,3,0,0,0,0,3,3,4,6,13,3,9,26,5,3,6,9,1,1,1,1,0,0.692308,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,3,3,0,0,0,0,3,3,4,6,13,3,9,26,5,3,6,9,1,1,1,1,0,0.692308,3,3,3,3,0,4,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,1,1,7,0,2,0,0,8,8,4,0,0,0,8,8,10,26,68,32,11,89,19,14,17,31,3,3,3,1,1,0.161765,10,10,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,1,1,2,6,7,4,0,2,0,5,7,11,37,74,32,16,101,32,19,24,42,3,3,3,1,1,0.216216,12,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,9,0,1,0,0,4,4,3,0,2,0,2,4,10,30,52,19,11,73,26,15,26,37,3,3,3,1,1,0.211538,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,0,14,20,2,0,3,3,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,2,0,0,29,29,26,0,0,0,29,29,32,87,216,89,11,259,96,75,61,136,2,2,2,1,1,0.0509259,38,38,38,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,1,2,9,0,3,0,1,25,25,7,0,5,0,20,25,62,98,223,95,39,324,92,75,89,145,7,7,7,3,3,0.174888,44,44,50,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,7,7,3,0,0,1,6,7,13,24,51,20,12,76,23,17,18,33,3,3,6,3,1,0.235294,10,10,13,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,3,2,1,56,58,13,2,7,6,43,58,86,164,433,209,16,535,168,124,137,246,5,5,5,3,2,0.0369515,81,81,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,5,5,1,0,0,5,0,5,7,10,21,5,13,41,9,5,10,15,1,1,1,1,0,0.619048,5,5,5,5,1,2,0,0,33,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,3,3,1,0,0,0,3,3,5,14,22,4,10,37,9,4,9,13,1,1,1,1,0,0.454545,3,3,3,3,0,0,0,0,9,4,8,22,4,0,0,0,4,0,3,0,0,0,0,0,4,0,4,0,0,0
1,1,1,1,7,0,1,2,1,34,36,12,0,3,2,31,36,56,114,290,134,10,356,101,74,78,149,6,6,6,6,1,0.0344828,49,53,53,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,2,0,0,16,16,6,0,0,1,15,16,22,50,123,56,13,158,36,20,36,53,1,1,1,1,0,0.105691,16,16,16,16,1,4,0,0,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,9,9,1,1,0,0,8,9,12,28,48,10,12,72,16,10,16,26,1,1,1,1,0,0.25,9,9,9,9,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,17,0,6,20,0,27,47,0,4,5,0,38,47,61,164,663,433,12,736,130,123,108,218,19,19,19,3,3,0.0180995,79,79,81,45,0,0,0,0,20,2,3,10,2,0,0,2,2,100,0,0,0,0,0,1,1,0,2,0,0,0
7,7,1,7,57,7,1,1,0,0,1,0,0,0,0,1,1,5,15,56,32,16,77,16,12,13,24,7,7,7,1,3,0.285714,7,7,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,11,11,1,0,0,0,11,11,14,29,58,17,11,83,16,11,17,28,2,2,2,1,0,0.189655,12,12,12,11,0,0,0,0,10,2,4,48,2,0,0,1,2,50,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,3,0,1,0,0,12,12,1,0,0,0,12,12,15,30,55,12,11,81,18,12,19,31,1,1,1,1,0,0.2,12,12,12,12,1,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,1,1,4,0,1,0,0,14,14,5,1,0,0,13,14,17,46,80,19,12,109,29,19,25,44,1,1,1,1,0,0.15,14,14,14,14,3,4,0,0,25,6,12,40,6,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0
1,1,1,1,5,0,1,1,0,15,16,3,2,1,0,13,16,19,48,98,31,11,128,29,21,26,47,3,3,3,1,1,0.112245,18,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,0,29,29,6,0,0,0,29,29,35,73,160,56,12,207,55,35,50,85,1,1,1,1,0,0.075,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,3,1,0,34,35,8,0,1,1,33,35,46,92,209,78,12,267,72,50,62,111,4,4,4,4,1,0.0574163,39,39,39,38,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,1,1,6,0,1,2,0,1,3,0,0,2,0,1,3,6,13,28,10,9,43,13,7,14,20,3,3,3,1,1,0.321429,5,5,5,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,5,5,3,10,11,0,12,26,9,0,10,10,0,0,0,0,0,1.09091,0,0,0,0,1,0,0,0,30,3,6,12,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,1,1,9,0,3,0,0,16,16,9,0,0,0,16,16,28,61,146,64,9,183,58,33,48,80,6,6,6,1,0,0.0616438,21,21,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,3,0,0,16,16,6,0,0,0,16,16,23,52,114,46,12,149,44,23,39,61,1,1,1,1,0,0.105263,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,19,2,2,0,1,13,13,5,0,9,0,4,13,45,79,223,123,51,319,87,88,60,134,7,7,7,1,4,0.2287,37,37,38,13,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,0,5,5,0,40,45,11,1,4,1,39,45,59,90,371,217,22,452,121,104,93,188,6,6,8,3,3,0.0592992,66,66,68,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,6,6,4,0,0,0,6,6,10,19,35,9,11,56,17,9,15,24,2,2,2,1,0,0.314286,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,8,0,2,1,0,11,12,8,0,0,0,12,12,25,44,117,45,17,159,46,42,31,72,12,12,13,1,3,0.145299,24,24,26,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,17,2,2,3,0,9,12,6,0,1,0,11,12,32,53,186,88,44,262,70,75,33,105,10,10,10,1,3,0.236559,33,33,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,26,9,1,2,1,0,2,0,0,0,0,2,2,8,16,41,21,27,76,15,14,12,23,5,5,5,1,2,0.658537,6,6,6,2,0,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,1,8,63,6,1,1,1,0,1,0,0,0,0,1,1,10,23,67,38,15,92,26,18,21,36,8,8,8,1,4,0.223881,8,8,8,1,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,10,0,1,0,0,6,6,5,0,0,0,6,6,13,35,74,32,9,96,32,24,27,45,7,7,7,1,3,0.121622,12,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,4,0,1,0,0,4,4,2,1,0,0,3,4,6,14,25,6,9,40,10,6,9,15,1,1,1,1,0,0.36,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,5,5,6,11,12,0,11,29,10,0,11,11,0,0,0,0,0,0.916667,0,0,0,0,0,0,0,0,1899,14,28,58,12,0,0,9,12,75,0,0,0,0,3,0,0,0,0,0,0,0
2,2,1,2,7,0,1,0,1,15,15,4,0,0,0,15,15,27,53,129,49,11,167,41,41,47,85,4,4,4,4,3,0.0852713,30,30,30,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,14,1,2,16,0,1,17,0,1,1,0,15,17,27,77,220,110,41,288,72,64,58,114,7,7,9,6,5,0.186364,45,45,52,27,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,9,9,3,0,0,0,9,9,12,24,61,22,9,82,27,21,20,41,3,3,3,1,2,0.147541,13,13,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,11,11,6,1,0,0,10,11,17,45,93,33,9,119,38,20,33,53,3,3,3,1,2,0.0967742,13,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,12,0,1,1,1,0,1,0,0,0,0,1,1,5,9,18,8,9,32,7,3,7,9,1,1,1,1,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,3,0,0,34,34,9,0,1,1,32,34,45,106,209,67,16,270,67,40,65,104,1,1,1,1,0,0.076555,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,3,0,0,23,23,7,1,1,0,21,23,35,69,159,67,24,218,59,35,53,85,3,3,3,3,0,0.150943,25,25,25,25,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
1,1,1,1,6,0,1,0,0,6,6,4,0,0,0,6,6,10,24,51,21,11,72,21,10,19,28,1,1,1,1,0,0.215686,6,6,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,5,5,4,0,0,0,5,5,7,22,37,9,9,53,15,9,12,21,1,1,1,1,0,0.243243,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,3,3,0,0,0,0,3,3,8,9,22,9,10,40,6,3,7,10,1,1,1,1,0,0.454545,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,2,5,6,0,10,18,4,0,5,5,0,0,0,0,0,1.66667,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,2,0,0,10,10,2,0,0,0,10,10,13,27,67,29,11,91,26,15,25,39,2,2,2,1,1,0.164179,11,11,11,10,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,10,10,1,0,0,0,10,10,13,24,47,12,11,71,14,10,15,25,2,2,2,1,0,0.234043,11,11,11,10,0,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,12,12,1,0,0,0,12,12,15,30,55,12,11,81,18,12,19,31,1,1,1,1,0,0.2,12,12,12,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,1,1,26,27,5,0,1,0,26,27,39,92,184,58,17,240,66,45,73,114,3,3,4,3,1,0.0923913,40,40,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,29,3,40,5,3,144,149,29,0,58,15,76,149,498,808,3582,2498,335,4415,1145,1195,578,1591,25,22,26,7,4,0.0935232,420,434,459,173,1,0,0,0,38,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4,4,1,4,35,2,2,5,0,1,6,0,0,1,0,5,6,20,55,199,129,24,243,57,50,40,84,10,10,10,4,3,0.120603,24,24,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,2,0,0,16,16,3,0,0,0,16,16,20,39,96,39,9,125,33,19,31,50,1,1,1,1,0,0.09375,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,0,3,0,0,12,12,2,0,0,0,12,12,17,27,90,50,12,119,26,12,27,39,2,2,2,1,0,0.133333,13,13,13,12,0,0,0,0,73,1,2,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,10,0,4,0,0,16,16,8,0,0,0,16,16,24,34,122,68,12,158,45,28,43,65,2,2,2,1,0,0.0983607,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,2,0,1,24,24,5,0,1,0,23,24,33,62,144,58,11,188,53,36,46,80,3,3,3,1,1,0.0763889,27,27,28,24,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,5,5,3,0,0,0,5,5,8,25,41,10,9,58,17,8,15,23,2,2,2,1,0,0.219512,6,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,2,0,0,13,13,6,0,0,0,13,13,20,37,84,32,11,114,33,19,28,47,1,1,4,1,0,0.130952,13,13,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,5,0,1,23,23,7,0,0,0,23,23,32,42,141,76,20,193,50,33,49,75,2,2,2,1,0,0.141844,24,24,24,23,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,3,0,0,22,22,4,0,0,0,22,22,29,45,132,62,9,170,41,28,36,64,2,2,2,1,0,0.0681818,24,24,24,22,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,3,0,0,20,20,3,0,0,0,20,20,22,32,119,64,9,150,37,26,32,58,1,1,1,1,0,0.0756303,20,20,20,20,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,0,4,0,0,18,18,1,0,1,0,17,18,20,40,126,67,11,157,33,17,35,52,1,1,1,1,0,0.0873016,18,18,18,18,0,1,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,3,0,0,19,19,5,0,0,0,19,19,22,40,127,63,9,158,44,30,36,65,2,2,2,1,0,0.0708661,20,20,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,6,6,2,0,0,0,6,6,8,26,46,11,10,64,18,10,16,26,2,2,2,1,1,0.217391,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,6,6,1,0,0,0,6,6,8,22,36,7,9,53,14,7,14,21,1,1,1,1,0,0.25,6,6,6,6,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,3,0,0,16,16,5,0,0,0,16,16,22,48,119,53,9,150,40,23,37,59,2,2,2,1,1,0.0756303,17,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,5,5,2,0,0,0,5,5,7,21,39,10,6,52,16,9,14,23,2,2,2,1,1,0.153846,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,13,0,1,0,0,5,5,2,0,0,0,5,5,8,21,77,42,6,91,22,21,14,35,8,8,8,1,1,0.0779221,12,12,12,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,6,6,2,0,0,0,6,6,8,26,46,11,9,63,18,10,16,26,2,2,2,1,1,0.195652,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,8,8,1,0,0,0,8,8,10,28,47,11,9,66,18,10,18,27,1,1,2,1,0,0.191489,8,8,9,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,10,10,0,10,0,0,0,10,5,14,15,0,16,35,13,0,14,14,0,0,0,0,0,1.06667,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,21,1,3,4,0,9,13,2,2,3,0,8,13,34,90,217,106,47,298,76,59,61,111,7,7,7,1,2,0.21659,26,26,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,23,2,3,8,0,18,26,0,10,4,0,12,26,39,89,353,221,101,493,85,75,60,129,7,7,7,1,3,0.286119,41,41,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,4,35,4,1,12,0,0,12,0,0,6,0,6,12,40,122,376,241,76,492,132,130,97,191,23,23,25,3,6,0.202128,54,54,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,1,0,0,6,6,1,0,0,3,3,6,10,24,56,27,10,76,18,12,16,26,3,3,3,1,1,0.178571,8,8,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,0,2,0,0,19,19,4,0,0,0,19,19,24,53,132,56,10,166,44,26,40,66,4,4,4,1,0,0.0757576,23,23,23,19,0,0,0,0,18,1,1,3,1,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0
1,1,1,1,7,0,4,0,0,33,33,13,0,0,0,33,33,48,80,210,94,13,271,77,51,70,114,2,2,2,1,0,0.0619048,34,34,34,33,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,24,24,7,1,0,0,23,24,33,75,142,42,11,186,51,31,45,76,2,2,2,1,0,0.0774648,26,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,0,7,0,0,36,36,8,0,0,0,36,36,40,57,230,136,12,282,74,54,60,111,2,2,2,1,0,0.0521739,38,38,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,0,29,29,8,1,0,0,28,29,43,87,172,56,11,226,60,38,53,90,2,2,2,1,0,0.0639535,31,31,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,0,27,27,8,1,0,0,26,27,40,85,176,60,12,228,63,42,54,95,5,5,5,1,2,0.0681818,32,32,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,2,0,0,28,28,8,0,0,0,28,28,40,73,168,63,11,219,62,39,53,92,2,2,2,1,0,0.0654762,29,29,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,4,4,3,0,0,0,4,4,6,13,24,6,12,42,11,6,10,16,1,1,1,1,0,0.5,4,4,4,4,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,4,4,2,0,0,1,3,4,8,21,37,11,9,54,17,7,15,22,2,2,2,1,0,0.243243,6,6,6,4,1,0,0,0,39,1,1,3,1,0,0,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,5,0,1,0,0,7,7,6,1,0,0,6,7,9,29,50,13,11,70,21,13,16,29,1,1,1,1,0,0.22,7,7,7,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,0,29,29,6,1,0,0,28,29,36,76,160,55,11,207,55,36,50,85,2,2,2,1,0,0.06875,30,30,30,29,1,0,0,0,33,1,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,26,6,1,1,1,0,1,0,0,0,0,1,1,8,13,25,14,15,48,10,5,10,12,1,1,1,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,2,2,0,1,0,0,1,2,5,7,18,8,9,32,5,2,6,8,1,1,1,1,0,0.5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,2,0,0,30,30,6,1,0,0,29,30,38,73,162,57,11,211,54,36,49,85,2,2,2,1,0,0.0679012,32,32,32,30,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,2,1,0,0,6,4,34,1,0,0,5,6,8,41,51,5,124,183,10,5,9,14,1,1,1,1,0,2.43137,4,4,4,4,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,13,13,4,0,0,4,9,13,19,26,70,28,15,104,31,25,23,47,3,3,4,3,2,0.214286,15,15,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,3,7,8,0,11,22,6,0,7,7,0,0,0,0,0,1.375,0,0,0,0,1,0,0,0,23,1,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,3,6,7,0,9,19,5,0,6,6,0,0,0,0,0,1.28571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,1,4,5,0,12,18,3,0,4,4,0,0,0,0,0,2.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,4,4,5,6,7,0,14,26,5,0,6,6,0,0,0,0,0,2,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,1,1,5,6,0,0,0,1,5,6,8,13,32,12,13,53,11,11,11,21,3,3,3,1,1,0.40625,8,8,8,6,2,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,5,5,0,0,1,1,3,5,7,11,22,6,13,42,7,5,8,13,1,1,1,1,0,0.590909,5,5,5,5,3,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
